51,51,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
52,52,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
53,53,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
54,54,SL1,LE5,NP7,AMH5,TSC4,WA0,L1,PL5Y0,support,low
55,55,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
56,56,SL1,LE5,NP7,AMH4,TSC4,WA0,L1,PL5Y0,support,low
57,57,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
58,58,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,low
59,59,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,technical,low
60,60,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,management,medium
61,61,SL1,LE5,NP7,AMH5,TSC4,WA0,L1,PL5Y0,IT,medium
62,62,SL1,LE5,NP6,AMH4,TSC5,WA0,L1,PL5Y0,IT,medium
63,63,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,IT,medium
64,64,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,IT,medium
65,65,SL4,LE3,NP6,AMH2,TSC4,WA0,L1,PL5Y0,IT,medium
66,66,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,medium
67,67,SL5,LE5,NP4,AMH4,TSC6,WA0,L1,PL5Y0,product_mng,medium
68,68,SL4,LE4,NP5,AMH3,TSC5,WA1,L1,PL5Y0,product_mng,medium
69,69,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,product_mng,medium
70,70,SL4,LE5,NP2,AMH5,TSC3,WA0,L1,PL5Y0,IT,medium
71,71,SL1,LE4,NP5,AMH5,TSC4,WA0,L1,PL5Y0,product_mng,medium
72,72,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,high
73,73,SL1,LE4,NP7,AMH5,TSC4,WA0,L1,PL5Y0,product_mng,low
74,74,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,product_mng,medium
75,75,SL1,LE4,NP7,AMH5,TSC4,WA0,L1,PL5Y0,product_mng,medium
76,76,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,product_mng,medium
77,77,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,marketing,medium
78,78,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
79,79,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,accounting,low
80,80,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
81,81,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,technical,low
82,82,SL4,LE2,NP4,AMH2,TSC3,WA0,L1,PL5Y1,management,low
83,83,SL5,LE4,NP4,AMH4,TSC6,WA0,L1,PL5Y0,marketing,low
84,84,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,marketing,low
85,85,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,marketing,low
86,86,SL1,LE4,NP5,AMH4,TSC3,WA0,L1,PL5Y0,sales,low
87,87,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,low
88,88,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,low
89,89,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
90,90,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,low
91,91,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
92,92,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
93,93,SL3,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,low
94,94,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,sales,low
95,95,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
96,96,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,sales,low
97,97,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
98,98,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
99,99,SL5,LE5,NP5,AMH3,TSC6,WA0,L1,PL5Y0,sales,medium
100,100,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
101,101,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
102,102,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
103,103,SL1,LE5,NP7,AMH4,TSC4,WA0,L1,PL5Y0,sales,medium
104,104,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
105,105,SL1,LE1,NP7,AMH3,TSC5,WA0,L1,PL5Y0,accounting,medium
106,106,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,accounting,medium
107,107,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,accounting,medium
108,108,SL4,LE4,NP3,AMH2,TSC4,WA0,L1,PL5Y0,hr,medium
109,109,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,medium
110,110,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,medium
111,111,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,hr,high
112,112,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,technical,low
113,113,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,technical,medium
114,114,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,technical,medium
115,115,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,medium
116,116,SL5,LE3,NP5,AMH4,TSC2,WA0,L1,PL5Y0,technical,medium
117,117,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,technical,low
118,118,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,low
119,119,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,low
120,120,SL1,LE3,NP4,AMH2,TSC4,WA1,L1,PL5Y0,technical,low
121,121,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,low
122,122,SL4,LE5,NP4,AMH3,TSC6,WA0,L1,PL5Y0,technical,low
123,123,SL1,LE4,NP6,AMH5,TSC5,WA1,L1,PL5Y0,support,low
124,124,SL3,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
125,125,SL1,LE5,NP6,AMH4,TSC4,WA0,L1,PL5Y0,support,low
126,126,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
127,127,SL4,LE5,NP3,AMH3,TSC5,WA0,L1,PL5Y0,support,low
128,128,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,support,low
129,129,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
130,130,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,support,low
131,131,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
132,132,SL5,LE5,NP5,AMH3,TSC5,WA0,L1,PL5Y0,support,low
133,133,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
134,134,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,low
135,135,SL2,LE4,NP7,AMH1,TSC5,WA0,L1,PL5Y0,technical,low
136,136,SL1,LE4,NP6,AMH5,TSC4,WA1,L1,PL5Y0,technical,low
137,137,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,management,low
138,138,SL4,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,IT,low
139,139,SL4,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,IT,low
140,140,SL1,LE5,NP6,AMH4,TSC4,WA0,L1,PL5Y0,IT,low
141,141,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,low
142,142,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,IT,low
143,143,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,low
144,144,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,product_mng,low
145,145,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,low
146,146,SL4,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,product_mng,low
147,147,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,IT,low
148,148,SL5,LE5,NP4,AMH4,TSC5,WA1,L1,PL5Y0,marketing,low
149,149,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
150,150,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,marketing,low
151,151,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
152,152,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
153,153,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
154,154,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
155,155,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,accounting,low
156,156,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,support,low
157,157,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
158,158,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,management,low
159,159,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,marketing,low
160,160,SL1,LE5,NP7,AMH5,TSC4,WA0,L1,PL5Y0,marketing,low
161,161,SL5,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,marketing,low
162,162,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
163,163,SL4,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
164,164,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
165,165,SL1,LE4,NP7,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
166,166,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,low
167,167,SL2,LE2,NP5,AMH1,TSC5,WA0,L1,PL5Y0,sales,low
168,168,SL2,LE2,NP2,AMH1,TSC5,WA0,L1,PL5Y0,sales,low
169,169,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
170,170,SL4,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
171,171,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y1,sales,low
172,172,SL1,LE4,NP7,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
173,173,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
174,174,SL4,LE2,NP2,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
175,175,SL3,LE3,NP4,AMH2,TSC2,WA0,L1,PL5Y0,sales,low
176,176,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
177,177,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
178,178,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,medium
179,179,SL1,LE4,NP6,AMH5,TSC5,WA0,L1,PL5Y0,sales,medium
180,180,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
181,181,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,accounting,medium
182,182,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,accounting,medium
183,183,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,accounting,medium
184,184,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,medium
185,185,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,hr,medium
186,186,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,hr,medium
187,187,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,medium
188,188,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,technical,medium
189,189,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,technical,high
190,190,SL1,LE4,NP7,AMH5,TSC5,WA0,L1,PL5Y0,technical,low
191,191,SL5,LE4,NP4,AMH4,TSC6,WA1,L1,PL5Y0,technical,medium
192,192,SL4,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,technical,medium
193,193,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,technical,medium
194,194,SL5,LE5,NP4,AMH5,TSC5,WA0,L1,PL5Y0,technical,medium
195,195,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
196,196,SL1,LE2,NP7,AMH5,TSC3,WA0,L1,PL5Y0,technical,low
197,197,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
198,198,SL1,LE5,NP7,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
199,199,SL4,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,support,low
200,200,SL5,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,support,low
201,201,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
202,202,SL4,LE5,NP5,AMH3,TSC5,WA0,L1,PL5Y0,support,low
203,203,SL1,LE5,NP6,AMH4,TSC4,WA0,L1,PL5Y0,support,low
204,204,SL5,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,support,low
205,205,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
206,206,SL4,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,support,low
207,207,SL4,LE4,NP4,AMH4,TSC5,WA0,L1,PL5Y0,support,low
208,208,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
209,209,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
210,210,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,technical,low
211,211,SL2,LE2,NP4,AMH5,TSC3,WA0,L1,PL5Y0,technical,low
212,212,SL5,LE5,NP5,AMH3,TSC5,WA0,L1,PL5Y0,technical,low
213,213,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,management,low
214,214,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,low
215,215,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,low
216,216,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,low
217,217,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,IT,low
218,218,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,IT,low
219,219,SL5,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,product_mng,low
220,220,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,product_mng,low
221,221,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,product_mng,low
222,222,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,low
223,223,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,IT,low
224,224,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,accounting,low
225,225,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,accounting,low
226,226,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,low
227,227,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,low
228,228,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,hr,low
229,229,SL4,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,marketing,low
230,230,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
231,231,SL5,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,sales,low
232,232,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,accounting,low
233,233,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,support,low
234,234,SL3,LE2,NP4,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
235,235,SL5,LE4,NP4,AMH4,TSC5,WA0,L1,PL5Y0,management,low
236,236,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
237,237,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,marketing,low
238,238,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,low
239,239,SL1,LE5,NP7,AMH4,TSC4,WA0,L1,PL5Y0,sales,low
240,240,SL1,LE4,NP7,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
241,241,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
242,242,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
243,243,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,sales,low
244,244,SL5,LE4,NP5,AMH5,TSC5,WA0,L1,PL5Y0,sales,low
245,245,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
246,246,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
247,247,SL3,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,low
248,248,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
249,249,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
250,250,SL4,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
251,251,SL4,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,sales,low
252,252,SL1,LE2,NP7,AMH3,TSC3,WA0,L1,PL5Y0,sales,low
253,253,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
254,254,SL3,LE5,NP2,AMH4,TSC5,WA0,L1,PL5Y0,sales,low
255,255,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
256,256,SL1,LE4,NP6,AMH4,TSC4,WA1,L1,PL5Y0,sales,medium
257,257,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,sales,medium
258,258,SL5,LE5,NP5,AMH4,TSC5,WA1,L1,PL5Y0,accounting,medium
259,259,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,accounting,medium
260,260,SL3,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,accounting,medium
261,261,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,hr,medium
262,262,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,hr,medium
263,263,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,hr,medium
264,264,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,hr,medium
265,265,SL5,LE5,NP4,AMH4,TSC5,WA0,L1,PL5Y0,technical,medium
266,266,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,technical,medium
267,267,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,high
268,268,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,technical,low
269,269,SL2,LE4,NP6,AMH2,TSC6,WA0,L1,PL5Y0,technical,medium
270,270,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,medium
271,271,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,technical,medium
272,272,SL4,LE5,NP5,AMH5,TSC5,WA0,L1,PL5Y0,technical,medium
273,273,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,technical,low
274,274,SL1,LE5,NP6,AMH4,TSC4,WA0,L1,PL5Y0,technical,low
275,275,SL4,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,technical,low
276,276,SL1,LE5,NP6,AMH4,TSC4,WA1,L1,PL5Y0,support,low
277,277,SL4,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,support,low
278,278,SL1,LE4,NP6,AMH4,TSC4,WA0,L1,PL5Y0,support,low
279,279,SL5,LE4,NP4,AMH4,TSC4,WA1,L1,PL5Y0,support,low
280,280,SL1,LE5,NP6,AMH5,TSC4,WA0,L1,PL5Y0,support,low
281,281,SL1,LE2,NP3,AMH5,TSC3,WA0,L1,PL5Y0,support,low
282,282,SL5,LE5,NP5,AMH4,TSC6,WA0,L1,PL5Y0,support,low
283,283,SL1,LE5,NP6,AMH5,TSC4,WA1,L1,PL5Y0,support,low
284,284,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
285,285,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,support,low
286,286,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y0,support,low
287,287,SL1,LE4,NP6,AMH5,TSC4,WA0,L1,PL5Y1,technical,low
288,288,SL5,LE5,NP5,AMH4,TSC5,WA0,L1,PL5Y0,technical,low
289,289,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,technical,low
290,290,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,management,low
291,291,SL5,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,IT,low
292,292,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,low
293,293,SL1,LE5,NP6,AMH5,TSC4,WA1,L1,PL5Y0,IT,low
294,294,SL1,LE5,NP6,AMH4,TSC4,WA0,L1,PL5Y0,IT,medium
295,295,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,medium
296,296,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,medium
297,297,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,product_mng,medium
298,298,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,product_mng,medium
299,299,SL4,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,product_mng,medium
300,300,SL2,LE2,NP2,AMH2,TSC3,WA0,L1,PL5Y0,IT,medium
301,301,SL1,LE5,NP3,AMH5,TSC4,WA0,L1,PL5Y0,RandD,medium
302,302,SL1,LE4,NP7,AMH4,TSC5,WA0,L1,PL5Y0,RandD,medium
303,303,SL2,LE2,NP2,AMH1,TSC3,WA0,L1,PL5Y0,RandD,medium
304,304,SL5,LE4,NP5,AMH4,TSC5,WA0,L1,PL5Y0,RandD,medium
305,305,SL2,LE1,NP2,AMH1,TSC3,WA0,L1,PL5Y0,RandD,medium
306,306,SL2,LE1,NP2,AMH2,TSC3,WA0,L1,PL5Y0,marketing,high
307,307,SL1,LE4,NP5,AMH5,TSC4,WA0,L1,PL5Y0,sales,low
